city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
,,,,,,,,,,,,,,,
sassari,2005,DS,"INVESTIMENTI 39,0 milioni ","INVESTIMENTI 10,2 milioni ",INVESTIMENTI 765449 ,"INVESTIMENTI 14,5 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 4326 ,INVESTIMENTI 445403 ,"INVESTIMENTI 3,2 milioni ",INVESTIMENTI 19570 ,INVESTIMENTI 233426 
,,,,,,,,,,,,,,,
sassari,2006,DS,"INVESTIMENTI 54,9 milioni ","INVESTIMENTI 13,4 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 19,0 milioni ","INVESTIMENTI 7,1 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 4,7 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 1342 ,"INVESTIMENTI 2,0 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 396 ,"INVESTIMENTI 1,3 milioni "
,,,,,,,,,,,,,,,
sassari,2007,DS,"INVESTIMENTI 49,0 milioni ","INVESTIMENTI 12,2 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 21,6 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 631465 ,INVESTIMENTI 955 ,INVESTIMENTI 312161 
,,,,,,,,,,,,,,,
sassari,2008,DS,"INVESTIMENTI 53,7 milioni ","INVESTIMENTI 11,1 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 24,7 milioni ","INVESTIMENTI 6,0 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 150 ,INVESTIMENTI 916317 ,INVESTIMENTI 0 ,INVESTIMENTI 260840 ,"INVESTIMENTI 1,1 milioni "
,,,,,,,,,,,,,,,
sassari,2009,DS,"INVESTIMENTI 41,8 milioni ","INVESTIMENTI 6,2 milioni ","INVESTIMENTI 3,8 milioni ","INVESTIMENTI 18,1 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 78770 ,"INVESTIMENTI 2,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 125579 
,,,,,,,,,,,,,,,
sassari,2010,more_party,"INVESTIMENTI 36,4 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 3,0 milioni ","INVESTIMENTI 11,8 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 4,9 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 169389 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 123601 ,INVESTIMENTI 583830 
,,,,,,,,,,,,,,,
sassari,2011,PD,"INVESTIMENTI 37,5 milioni ","INVESTIMENTI 7,3 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 8,8 milioni ","INVESTIMENTI 7,1 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 6,8 milioni ",INVESTIMENTI 527709 ,INVESTIMENTI 4845 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 160574 ,INVESTIMENTI 37125 
,,,,,,,,,,,,,,,
sassari,2012,PD,"INVESTIMENTI 25,7 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 7,5 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 760808 ,INVESTIMENTI 41720 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 288780 ,INVESTIMENTI 2869 
,,,,,,,,,,,,,,,
sassari,2013,PD,"INVESTIMENTI 15,7 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 3,6 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 460237 ,INVESTIMENTI 4852 ,INVESTIMENTI 95726 ,INVESTIMENTI 0 ,INVESTIMENTI 21139 ,INVESTIMENTI 74 
,,,,,,,,,,,,,,,
sassari,2014,more_party,"INVESTIMENTI 17,1 milioni ","INVESTIMENTI 5,8 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 711154 ,INVESTIMENTI 27131 ,INVESTIMENTI 714669 ,INVESTIMENTI 0 ,INVESTIMENTI 2318 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
savona,2005,more_party,"INVESTIMENTI 12,2 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 52070 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 701496 ,INVESTIMENTI 0 ,INVESTIMENTI 212633 ,INVESTIMENTI 0 ,INVESTIMENTI 173145 ,INVESTIMENTI 183263 
,,,,,,,,,,,,,,,
savona,2006,more_party,"INVESTIMENTI 16,4 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 361545 ,"INVESTIMENTI 4,0 milioni ","INVESTIMENTI 8,4 milioni ",INVESTIMENTI 134998 ,INVESTIMENTI 457458 ,INVESTIMENTI 306180 ,INVESTIMENTI 0 ,INVESTIMENTI 158577 ,INVESTIMENTI 0 ,INVESTIMENTI 149375 ,INVESTIMENTI 9941 
,,,,,,,,,,,,,,,
savona,2007,PD,"INVESTIMENTI 14,4 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 672671 ,"INVESTIMENTI 4,0 milioni ","INVESTIMENTI 6,3 milioni ",INVESTIMENTI 207944 ,INVESTIMENTI 527751 ,INVESTIMENTI 301152 ,INVESTIMENTI 0 ,INVESTIMENTI 5268 ,INVESTIMENTI 0 ,INVESTIMENTI 94198 ,INVESTIMENTI 40150 
,,,,,,,,,,,,,,,
savona,2008,PD,"INVESTIMENTI 15,5 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 4,9 milioni ","INVESTIMENTI 4,2 milioni ",INVESTIMENTI 469802 ,INVESTIMENTI 158044 ,INVESTIMENTI 984426 ,INVESTIMENTI 9092 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 131495 ,INVESTIMENTI 97421 
,,,,,,,,,,,,,,,
savona,2009,PD,"INVESTIMENTI 13,1 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 835984 ,INVESTIMENTI 6702 ,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 18261 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 55317 ,INVESTIMENTI 405317 
,,,,,,,,,,,,,,,
savona,2010,PD,"INVESTIMENTI 16,1 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 6,4 milioni ",INVESTIMENTI 438500 ,INVESTIMENTI 315700 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 182625 ,INVESTIMENTI 203562 
,,,,,,,,,,,,,,,
savona,2011,more_party,"INVESTIMENTI 12,6 milioni ",INVESTIMENTI 866840 ,INVESTIMENTI 598197 ,"INVESTIMENTI 4,2 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 285870 ,INVESTIMENTI 40106 ,"INVESTIMENTI 3,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 55874 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
savona,2012,PD,"INVESTIMENTI 15,8 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 4,9 milioni ","INVESTIMENTI 4,6 milioni ",INVESTIMENTI 495997 ,INVESTIMENTI 144427 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 33668 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 48469 ,INVESTIMENTI 106724 
,,,,,,,,,,,,,,,
savona,2013,PD,"INVESTIMENTI 13,3 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 862692 ,"INVESTIMENTI 2,2 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 173029 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 135158 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 182423 ,INVESTIMENTI 692526 
,,,,,,,,,,,,,,,
savona,2014,PD,"INVESTIMENTI 5,9 milioni ",INVESTIMENTI 583461 ,INVESTIMENTI 109905 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 185168 ,INVESTIMENTI 56801 ,INVESTIMENTI 341360 ,INVESTIMENTI 7606 ,INVESTIMENTI 150 ,INVESTIMENTI 0 ,INVESTIMENTI 58652 ,INVESTIMENTI 44440 
,,,,,,,,,,,,,,,
siena,2005,DS,"INVESTIMENTI 34,8 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 178662 ,"INVESTIMENTI 16,2 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 683786 ,INVESTIMENTI 0 ,INVESTIMENTI 473839 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2006,more_party,"INVESTIMENTI 48,4 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 787906 ,"INVESTIMENTI 21,4 milioni ","INVESTIMENTI 9,6 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 6,0 milioni ",INVESTIMENTI 909921 ,INVESTIMENTI 0 ,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 76148 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2007,PD,"INVESTIMENTI 40,5 milioni ","INVESTIMENTI 4,0 milioni ",INVESTIMENTI 450605 ,"INVESTIMENTI 17,9 milioni ","INVESTIMENTI 8,6 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 500000 ,INVESTIMENTI 0 ,INVESTIMENTI 49027 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2008,PD,"INVESTIMENTI 52,9 milioni ","INVESTIMENTI 22,3 milioni ",INVESTIMENTI 349204 ,"INVESTIMENTI 16,4 milioni ","INVESTIMENTI 6,3 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 54102 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2009,PD,"INVESTIMENTI 42,1 milioni ","INVESTIMENTI 8,6 milioni ",INVESTIMENTI 318624 ,"INVESTIMENTI 10,7 milioni ","INVESTIMENTI 8,5 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 7,9 milioni ",INVESTIMENTI 801330 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 278316 ,INVESTIMENTI 884508 
,,,,,,,,,,,,,,,
siena,2010,PD,"INVESTIMENTI 32,8 milioni ","INVESTIMENTI 8,5 milioni ",INVESTIMENTI 523326 ,"INVESTIMENTI 7,0 milioni ","INVESTIMENTI 8,4 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 3,4 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 271614 ,INVESTIMENTI 121142 
,,,,,,,,,,,,,,,
siena,2011,more_party,"INVESTIMENTI 23,6 milioni ","INVESTIMENTI 8,0 milioni ",INVESTIMENTI 574151 ,"INVESTIMENTI 5,7 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 958707 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 182021 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2012,PD,"INVESTIMENTI 17,1 milioni ","INVESTIMENTI 5,2 milioni ",INVESTIMENTI 196684 ,"INVESTIMENTI 6,6 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 832381 ,INVESTIMENTI 626053 ,INVESTIMENTI 666478 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 105000 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2013,PD,"INVESTIMENTI 11,4 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 176381 ,"INVESTIMENTI 5,3 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 967591 ,INVESTIMENTI 229979 ,INVESTIMENTI 669743 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siena,2014,PD,"INVESTIMENTI 4,8 milioni ",INVESTIMENTI 430013 ,INVESTIMENTI 19085 ,"INVESTIMENTI 3,8 milioni ",INVESTIMENTI 304892 ,INVESTIMENTI 0 ,INVESTIMENTI 236343 ,INVESTIMENTI 20740 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siracusa,2005,FI,"INVESTIMENTI 13,7 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 683308 ,"INVESTIMENTI 5,0 milioni ","INVESTIMENTI 3,3 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 36255 ,INVESTIMENTI 34218 ,INVESTIMENTI 160752 ,INVESTIMENTI 120998 ,INVESTIMENTI 492789 ,INVESTIMENTI 83157 ,INVESTIMENTI 92235 
,,,,,,,,,,,,,,,
siracusa,2006,FI,"INVESTIMENTI 13,5 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 890346 ,"INVESTIMENTI 7,1 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 41458 ,INVESTIMENTI 112116 ,INVESTIMENTI 3104 ,INVESTIMENTI 256881 ,INVESTIMENTI 215069 ,INVESTIMENTI 79015 ,INVESTIMENTI 3565 
,,,,,,,,,,,,,,,
siracusa,2007,FI,"INVESTIMENTI 13,0 milioni ",INVESTIMENTI 834910 ,INVESTIMENTI 668178 ,"INVESTIMENTI 6,6 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 49612 ,INVESTIMENTI 468419 ,INVESTIMENTI 0 ,INVESTIMENTI 99709 ,INVESTIMENTI 0 ,INVESTIMENTI 64531 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siracusa,2008,more_party,"INVESTIMENTI 16,5 milioni ","INVESTIMENTI 3,2 milioni ",INVESTIMENTI 542754 ,"INVESTIMENTI 5,3 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 243984 ,INVESTIMENTI 74221 ,INVESTIMENTI 45401 ,INVESTIMENTI 42215 ,INVESTIMENTI 0 ,INVESTIMENTI 163072 ,INVESTIMENTI 12085 
,,,,,,,,,,,,,,,
siracusa,2009,PDL,"INVESTIMENTI 15,1 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 6,0 milioni ","INVESTIMENTI 3,2 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 87106 ,INVESTIMENTI 973076 ,INVESTIMENTI 8640 ,INVESTIMENTI 17851 ,INVESTIMENTI 302709 ,INVESTIMENTI 205766 ,INVESTIMENTI 22408 
,,,,,,,,,,,,,,,
siracusa,2010,PDL,"INVESTIMENTI 11,8 milioni ",INVESTIMENTI 843498 ,INVESTIMENTI 106796 ,"INVESTIMENTI 5,8 milioni ","INVESTIMENTI 3,2 milioni ",INVESTIMENTI 257606 ,INVESTIMENTI 66917 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 55573 ,INVESTIMENTI 0 ,INVESTIMENTI 108484 ,INVESTIMENTI 83136 
,,,,,,,,,,,,,,,
siracusa,2011,PDL,"INVESTIMENTI 8,8 milioni ",INVESTIMENTI 713854 ,INVESTIMENTI 176214 ,"INVESTIMENTI 3,2 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 289612 ,INVESTIMENTI 579796 ,INVESTIMENTI 238943 ,INVESTIMENTI 0 ,INVESTIMENTI 6939 ,INVESTIMENTI 0 ,INVESTIMENTI 43718 ,INVESTIMENTI 28421 
,,,,,,,,,,,,,,,
siracusa,2012,PDL,"INVESTIMENTI 8,5 milioni ",INVESTIMENTI 490449 ,INVESTIMENTI 52925 ,"INVESTIMENTI 3,6 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 443548 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 327542 ,INVESTIMENTI 0 ,INVESTIMENTI 3624 ,INVESTIMENTI 0 ,INVESTIMENTI 149724 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siracusa,2013,more_party,"INVESTIMENTI 4,8 milioni ",INVESTIMENTI 492190 ,INVESTIMENTI 178571 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 572251 ,INVESTIMENTI 137598 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 289726 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 211911 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
siracusa,2014,more_party,"INVESTIMENTI 7,7 milioni ",INVESTIMENTI 257999 ,INVESTIMENTI 53343 ,"INVESTIMENTI 4,6 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 917399 ,INVESTIMENTI 64558 ,INVESTIMENTI 98027 ,INVESTIMENTI 0 ,INVESTIMENTI 84077 ,INVESTIMENTI 0 ,INVESTIMENTI 85763 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2005,FI,"INVESTIMENTI 8,4 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 103083 ,"INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 372352 ,INVESTIMENTI 402818 ,INVESTIMENTI 438770 ,INVESTIMENTI 20000 ,INVESTIMENTI 8690 ,INVESTIMENTI 0 ,INVESTIMENTI 176971 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2006,FI,"INVESTIMENTI 8,3 milioni ","INVESTIMENTI 3,8 milioni ",INVESTIMENTI 155885 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 633270 ,INVESTIMENTI 58350 ,INVESTIMENTI 227233 ,INVESTIMENTI 28883 ,INVESTIMENTI 212831 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2007,FI,"INVESTIMENTI 10,8 milioni ","INVESTIMENTI 5,1 milioni ",INVESTIMENTI 97721 ,INVESTIMENTI 765459 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 94231 ,INVESTIMENTI 0 ,INVESTIMENTI 110578 ,INVESTIMENTI 0 ,INVESTIMENTI 150905 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2008,more_party,"INVESTIMENTI 4,9 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 68109 ,INVESTIMENTI 555955 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 703073 ,INVESTIMENTI 113496 ,INVESTIMENTI 91892 ,INVESTIMENTI 2640 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 107289 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2009,PD,"INVESTIMENTI 6,2 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 104116 ,"INVESTIMENTI 1,6 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 644622 ,INVESTIMENTI 85152 ,INVESTIMENTI 165572 ,INVESTIMENTI 28891 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 21433 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2010,PD,"INVESTIMENTI 4,0 milioni ",INVESTIMENTI 302335 ,INVESTIMENTI 198393 ,INVESTIMENTI 586448 ,"INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 81083 ,INVESTIMENTI 126861 ,INVESTIMENTI 33291 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 25769 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2011,PD,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 470116 ,INVESTIMENTI 115009 ,INVESTIMENTI 443438 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 519559 ,INVESTIMENTI 21601 ,INVESTIMENTI 4973 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 3993 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2012,PD,"INVESTIMENTI 3,0 milioni ",INVESTIMENTI 326472 ,INVESTIMENTI 102051 ,INVESTIMENTI 772128 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 186383 ,INVESTIMENTI 288 ,INVESTIMENTI 80412 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 157384 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2013,more_party,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 316838 ,INVESTIMENTI 102385 ,INVESTIMENTI 293500 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 372623 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 38240 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 21659 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
sondrio,2014,PD,"INVESTIMENTI 4,3 milioni ",INVESTIMENTI 268669 ,INVESTIMENTI 130159 ,INVESTIMENTI 382205 ,INVESTIMENTI 692236 ,INVESTIMENTI 165692 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 276441 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
taranto,2005,more_party,"INVESTIMENTI 4,3 milioni ",INVESTIMENTI 268669 ,INVESTIMENTI 130159 ,INVESTIMENTI 382205 ,INVESTIMENTI 692236 ,INVESTIMENTI 165692 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 276441 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
taranto,2006,FI,"INVESTIMENTI 18,6 milioni ","INVESTIMENTI 15,4 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
taranto,2007,more_party,"INVESTIMENTI 14,2 milioni ","INVESTIMENTI 12,0 milioni ",INVESTIMENTI 1652 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
taranto,2008,SEL,"INVESTIMENTI 12,2 milioni ","INVESTIMENTI 8,8 milioni ",INVESTIMENTI 218801 ,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 7163 ,INVESTIMENTI 334293 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 68761 ,INVESTIMENTI 92424 
,,,,,,,,,,,,,,,
taranto,2009,SEL,"INVESTIMENTI 11,1 milioni ","INVESTIMENTI 6,3 milioni ",INVESTIMENTI 298359 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 735181 ,INVESTIMENTI 8031 ,INVESTIMENTI 0 ,INVESTIMENTI 687298 ,INVESTIMENTI 26880 ,INVESTIMENTI 6695 ,INVESTIMENTI 123700 ,INVESTIMENTI 214412 ,INVESTIMENTI 74050 
,,,,,,,,,,,,,,,
taranto,2010,SEL,"INVESTIMENTI 9,7 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 187014 ,"INVESTIMENTI 5,2 milioni ",INVESTIMENTI 524220 ,INVESTIMENTI 477373 ,INVESTIMENTI 13242 ,INVESTIMENTI 209659 ,INVESTIMENTI 0 ,INVESTIMENTI 107443 ,INVESTIMENTI 71378 ,INVESTIMENTI 353442 ,INVESTIMENTI 4015 
,,,,,,,,,,,,,,,
taranto,2011,SEL,"INVESTIMENTI 14,6 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 100903 ,"INVESTIMENTI 9,2 milioni ",INVESTIMENTI 772564 ,INVESTIMENTI 568161 ,INVESTIMENTI 60 ,INVESTIMENTI 371142 ,INVESTIMENTI 0 ,INVESTIMENTI 201203 ,INVESTIMENTI 94875 ,INVESTIMENTI 430818 ,INVESTIMENTI 23286 
,,,,,,,,,,,,,,,
