city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
,,,,,,,,,,,,,,,
reggio-nellemilia,2009,more_party,"INVESTIMENTI 57,5 milioni ","INVESTIMENTI 19,9 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 9,8 milioni ","INVESTIMENTI 17,4 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 175108 ,INVESTIMENTI 6013 
,,,,,,,,,,,,,,,
reggio-nellemilia,2010,more_party,"INVESTIMENTI 26,7 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 880996 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 2552 ,INVESTIMENTI 30085 
,,,,,,,,,,,,,,,
reggio-nellemilia,2011,more_party,"INVESTIMENTI 17,1 milioni ","INVESTIMENTI 2,7 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 60819 ,INVESTIMENTI 341973 
,,,,,,,,,,,,,,,
reggio-nellemilia,2012,more_party,"INVESTIMENTI 37,6 milioni ","INVESTIMENTI 13,5 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 15,8 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 644000 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 28000 ,INVESTIMENTI 0 ,INVESTIMENTI 50903 ,INVESTIMENTI 75502 
,,,,,,,,,,,,,,,
reggio-nellemilia,2013,more_party,"INVESTIMENTI 32,4 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 16,4 milioni ","INVESTIMENTI 7,7 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 683008 ,INVESTIMENTI 184454 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 13390 ,INVESTIMENTI 281253 ,INVESTIMENTI 7569 
,,,,,,,,,,,,,,,
reggio-nellemilia,2014,PD,"INVESTIMENTI 30,4 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 9,6 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 109510 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 118433 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2005,AN,"INVESTIMENTI 7,7 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 306592 ,"INVESTIMENTI 1,5 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 282361 ,INVESTIMENTI 485557 ,INVESTIMENTI 493410 ,INVESTIMENTI 0 ,INVESTIMENTI 170152 ,INVESTIMENTI 0 ,INVESTIMENTI 78819 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2006,AN,"INVESTIMENTI 9,8 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 238632 ,"INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 547832 ,INVESTIMENTI 355173 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 18848 ,INVESTIMENTI 73089 ,INVESTIMENTI 0 ,INVESTIMENTI 64027 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2007,more_party,"INVESTIMENTI 8,4 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 211221 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 278081 ,INVESTIMENTI 274372 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 19111 ,INVESTIMENTI 1560 ,INVESTIMENTI 0 ,INVESTIMENTI 60229 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2008,AN,"INVESTIMENTI 12,0 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 721995 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 976895 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 962215 ,INVESTIMENTI 2166 ,INVESTIMENTI 7000 ,INVESTIMENTI 0 ,INVESTIMENTI 100876 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2009,AN,"INVESTIMENTI 13,0 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 363899 ,"INVESTIMENTI 4,9 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 683415 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 520848 ,INVESTIMENTI 0 ,INVESTIMENTI 18000 ,INVESTIMENTI 0 ,INVESTIMENTI 74964 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2010,AN,"INVESTIMENTI 10,0 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 314505 ,"INVESTIMENTI 3,8 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 586816 ,INVESTIMENTI 479031 ,INVESTIMENTI 288420 ,INVESTIMENTI 11688 ,INVESTIMENTI 151 ,INVESTIMENTI 0 ,INVESTIMENTI 153749 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2011,AN,"INVESTIMENTI 13,2 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 899438 ,"INVESTIMENTI 2,9 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 878725 ,INVESTIMENTI 569255 ,INVESTIMENTI 852627 ,INVESTIMENTI 176955 ,INVESTIMENTI 46554 ,INVESTIMENTI 0 ,INVESTIMENTI 257865 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2012,more_party,"INVESTIMENTI 16,3 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 427402 ,"INVESTIMENTI 1,0 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 632768 ,INVESTIMENTI 255389 ,INVESTIMENTI 376870 ,INVESTIMENTI 1271 ,INVESTIMENTI 85068 ,"INVESTIMENTI 10,7 milioni ",INVESTIMENTI 193068 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2013,SEL,"INVESTIMENTI 9,8 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 740862 ,"INVESTIMENTI 2,7 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 351729 ,INVESTIMENTI 642836 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 83726 ,INVESTIMENTI 12831 ,INVESTIMENTI 226512 ,INVESTIMENTI 171968 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rieti,2014,SEL,"INVESTIMENTI 7,6 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 841547 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 205230 ,INVESTIMENTI 124185 ,INVESTIMENTI 470533 ,INVESTIMENTI 38147 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 54603 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rimini,2005,DS,"INVESTIMENTI 108,5 milioni ","INVESTIMENTI 68,7 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 9,3 milioni ","INVESTIMENTI 14,9 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 8534 ,INVESTIMENTI 633750 ,INVESTIMENTI 91682 ,INVESTIMENTI 167913 ,INVESTIMENTI 832614 
,,,,,,,,,,,,,,,
rimini,2006,more_party,"INVESTIMENTI 64,2 milioni ","INVESTIMENTI 29,3 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 8,8 milioni ","INVESTIMENTI 16,2 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 102000 ,INVESTIMENTI 2405 ,INVESTIMENTI 922640 ,INVESTIMENTI 50835 ,INVESTIMENTI 434988 
,,,,,,,,,,,,,,,
rimini,2007,ULIVO,"INVESTIMENTI 73,9 milioni ","INVESTIMENTI 32,3 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 10,0 milioni ","INVESTIMENTI 20,2 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 223 ,INVESTIMENTI 235288 ,INVESTIMENTI 527998 
,,,,,,,,,,,,,,,
rimini,2008,ULIVO,"INVESTIMENTI 60,3 milioni ","INVESTIMENTI 15,9 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 10,3 milioni ","INVESTIMENTI 22,3 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 690336 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 752275 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 334233 ,"INVESTIMENTI 2,7 milioni "
,,,,,,,,,,,,,,,
rimini,2009,ULIVO,"INVESTIMENTI 47,0 milioni ","INVESTIMENTI 12,2 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 11,0 milioni ","INVESTIMENTI 15,0 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 600889 ,INVESTIMENTI 0 ,INVESTIMENTI 264601 ,INVESTIMENTI 0 ,INVESTIMENTI 8453 ,"INVESTIMENTI 1,0 milioni "
,,,,,,,,,,,,,,,
rimini,2010,ULIVO,"INVESTIMENTI 49,8 milioni ","INVESTIMENTI 13,1 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 11,7 milioni ","INVESTIMENTI 9,3 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 9,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 36812 ,INVESTIMENTI 0 ,INVESTIMENTI 167719 ,INVESTIMENTI 344815 
,,,,,,,,,,,,,,,
rimini,2011,more_party,"INVESTIMENTI 57,5 milioni ","INVESTIMENTI 28,0 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 8,3 milioni ","INVESTIMENTI 16,6 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 57654 ,INVESTIMENTI 0 ,INVESTIMENTI 171045 ,INVESTIMENTI 0 ,INVESTIMENTI 326968 ,INVESTIMENTI 175929 
,,,,,,,,,,,,,,,
rimini,2012,PD,"INVESTIMENTI 36,7 milioni ","INVESTIMENTI 4,3 milioni ",INVESTIMENTI 645243 ,"INVESTIMENTI 16,8 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 15108 ,INVESTIMENTI 0 ,INVESTIMENTI 236264 ,INVESTIMENTI 0 ,INVESTIMENTI 148719 ,INVESTIMENTI 169801 
,,,,,,,,,,,,,,,
rimini,2013,PD,"INVESTIMENTI 40,1 milioni ","INVESTIMENTI 22,2 milioni ",INVESTIMENTI 147200 ,"INVESTIMENTI 6,8 milioni ","INVESTIMENTI 5,7 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 489203 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 264262 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rimini,2014,PD,"INVESTIMENTI 22,3 milioni ","INVESTIMENTI 3,3 milioni ",INVESTIMENTI 91287 ,"INVESTIMENTI 3,9 milioni ","INVESTIMENTI 7,4 milioni ","INVESTIMENTI 5,1 milioni ",INVESTIMENTI 995063 ,INVESTIMENTI 175984 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 282248 ,INVESTIMENTI 11071 
,,,,,,,,,,,,,,,
roma,2005,DS,"INVESTIMENTI 1,1 miliardi ","INVESTIMENTI 96,8 milioni ","INVESTIMENTI 41,6 milioni ","INVESTIMENTI 259,1 milioni ","INVESTIMENTI 626,6 milioni ","INVESTIMENTI 58,5 milioni ","INVESTIMENTI 35,0 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 53848 ,"INVESTIMENTI 3,6 milioni ",INVESTIMENTI 870923 ,"INVESTIMENTI 5,7 milioni ",INVESTIMENTI 284403 
,,,,,,,,,,,,,,,
roma,2006,more_party,"INVESTIMENTI 1,2 miliardi ","INVESTIMENTI 128,7 milioni ","INVESTIMENTI 33,4 milioni ","INVESTIMENTI 248,4 milioni ","INVESTIMENTI 684,6 milioni ","INVESTIMENTI 49,9 milioni ","INVESTIMENTI 39,1 milioni ","INVESTIMENTI 4,7 milioni ",INVESTIMENTI 92792 ,"INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 2,9 milioni ",INVESTIMENTI 52690 
,,,,,,,,,,,,,,,
roma,2007,PD,"INVESTIMENTI 2,2 miliardi ","INVESTIMENTI 409,6 milioni ","INVESTIMENTI 48,8 milioni ","INVESTIMENTI 378,8 milioni ","INVESTIMENTI 1,2 miliardi ","INVESTIMENTI 55,4 milioni ","INVESTIMENTI 24,6 milioni ","INVESTIMENTI 6,3 milioni ",INVESTIMENTI 110852 ,"INVESTIMENTI 4,6 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 1591 
,,,,,,,,,,,,,,,
roma,2008,more_party,"INVESTIMENTI 707,4 milioni ","INVESTIMENTI 129,0 milioni ","INVESTIMENTI 7,9 milioni ","INVESTIMENTI 144,8 milioni ","INVESTIMENTI 403,7 milioni ","INVESTIMENTI 12,7 milioni ","INVESTIMENTI 6,1 milioni ",INVESTIMENTI 486149 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 222012 ,INVESTIMENTI 525978 ,INVESTIMENTI 239 
,,,,,,,,,,,,,,,
roma,2009,PDL,"INVESTIMENTI 1,3 miliardi ","INVESTIMENTI 39,4 milioni ","INVESTIMENTI 27,8 milioni ","INVESTIMENTI 228,5 milioni ","INVESTIMENTI 929,0 milioni ","INVESTIMENTI 48,2 milioni ","INVESTIMENTI 23,5 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 28970 ,"INVESTIMENTI 2,9 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 0 
,,,,,,,,,,,,,,,
roma,2010,PDL,"INVESTIMENTI 1,0 miliardi ","INVESTIMENTI 101,7 milioni ","INVESTIMENTI 27,8 milioni ","INVESTIMENTI 239,3 milioni ","INVESTIMENTI 580,8 milioni ","INVESTIMENTI 48,7 milioni ","INVESTIMENTI 23,4 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 4,8 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 17797 
,,,,,,,,,,,,,,,
roma,2011,PDL,"INVESTIMENTI 874,3 milioni ","INVESTIMENTI 99,7 milioni ","INVESTIMENTI 21,9 milioni ","INVESTIMENTI 191,0 milioni ","INVESTIMENTI 502,3 milioni ","INVESTIMENTI 35,3 milioni ","INVESTIMENTI 16,7 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,2 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 0 
,,,,,,,,,,,,,,,
roma,2012,PDL,"INVESTIMENTI 1,5 miliardi ","INVESTIMENTI 979,2 milioni ","INVESTIMENTI 9,3 milioni ","INVESTIMENTI 58,0 milioni ","INVESTIMENTI 365,4 milioni ","INVESTIMENTI 22,0 milioni ","INVESTIMENTI 19,0 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 13247 ,"INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 0 
,,,,,,,,,,,,,,,
roma,2013,more_party,"INVESTIMENTI 1,0 miliardi ","INVESTIMENTI 36,6 milioni ","INVESTIMENTI 9,9 milioni ","INVESTIMENTI 340,2 milioni ","INVESTIMENTI 614,2 milioni ","INVESTIMENTI 26,3 milioni ","INVESTIMENTI 10,1 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 366985 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 
,,,,,,,,,,,,,,,
roma,2014,PD,"INVESTIMENTI 330,7 milioni ","INVESTIMENTI 15,2 milioni ","INVESTIMENTI 3,2 milioni ","INVESTIMENTI 75,0 milioni ","INVESTIMENTI 206,8 milioni ","INVESTIMENTI 14,8 milioni ","INVESTIMENTI 7,5 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 5,9 milioni ",INVESTIMENTI 127409 ,INVESTIMENTI 282359 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rovigo,2005,FI,"INVESTIMENTI 13,7 milioni ","INVESTIMENTI 5,2 milioni ",INVESTIMENTI 426818 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 714714 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 461557 ,INVESTIMENTI 0 ,INVESTIMENTI 1789 ,INVESTIMENTI 0 ,INVESTIMENTI 151128 ,INVESTIMENTI 154726 
,,,,,,,,,,,,,,,
rovigo,2006,more_party,"INVESTIMENTI 10,5 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 295180 ,INVESTIMENTI 359226 ,"INVESTIMENTI 3,4 milioni ",INVESTIMENTI 533331 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 893183 ,INVESTIMENTI 0 ,INVESTIMENTI 140297 ,INVESTIMENTI 0 ,INVESTIMENTI 233464 ,INVESTIMENTI 7518 
,,,,,,,,,,,,,,,
rovigo,2007,DS,"INVESTIMENTI 10,3 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 225476 ,"INVESTIMENTI 1,1 milioni ","INVESTIMENTI 4,4 milioni ",INVESTIMENTI 568832 ,INVESTIMENTI 53613 ,INVESTIMENTI 275098 ,INVESTIMENTI 0 ,INVESTIMENTI 236333 ,INVESTIMENTI 0 ,INVESTIMENTI 231852 ,INVESTIMENTI 2909 
,,,,,,,,,,,,,,,
rovigo,2008,DS,"INVESTIMENTI 12,0 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 14300 ,"INVESTIMENTI 1,3 milioni ","INVESTIMENTI 6,4 milioni ",INVESTIMENTI 430779 ,INVESTIMENTI 93837 ,INVESTIMENTI 288439 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 6799 ,INVESTIMENTI 182711 
,,,,,,,,,,,,,,,
rovigo,2009,DS,"INVESTIMENTI 12,2 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 170134 ,INVESTIMENTI 545270 ,"INVESTIMENTI 7,3 milioni ",INVESTIMENTI 222006 ,INVESTIMENTI 7709 ,INVESTIMENTI 901396 ,INVESTIMENTI 0 ,INVESTIMENTI 36496 ,INVESTIMENTI 0 ,INVESTIMENTI 97572 ,INVESTIMENTI 92552 
,,,,,,,,,,,,,,,
rovigo,2010,DS,"INVESTIMENTI 9,3 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 283247 ,INVESTIMENTI 497362 ,"INVESTIMENTI 3,7 milioni ",INVESTIMENTI 605892 ,INVESTIMENTI 2882 ,"INVESTIMENTI 1,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 411059 ,INVESTIMENTI 103698 
,,,,,,,,,,,,,,,
rovigo,2011,more_party,"INVESTIMENTI 8,0 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 120829 ,INVESTIMENTI 946941 ,"INVESTIMENTI 2,9 milioni ",INVESTIMENTI 136310 ,INVESTIMENTI 124768 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 3981 ,INVESTIMENTI 0 ,INVESTIMENTI 57300 ,INVESTIMENTI 87818 
,,,,,,,,,,,,,,,
rovigo,2012,PDL,"INVESTIMENTI 4,0 milioni ",INVESTIMENTI 451573 ,INVESTIMENTI 267450 ,INVESTIMENTI 367528 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 80407 ,INVESTIMENTI 20941 ,INVESTIMENTI 822605 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 141140 ,INVESTIMENTI 14947 
,,,,,,,,,,,,,,,
rovigo,2013,PDL,"INVESTIMENTI 6,5 milioni ",INVESTIMENTI 801181 ,INVESTIMENTI 669408 ,"INVESTIMENTI 1,5 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 87646 ,INVESTIMENTI 290573 ,INVESTIMENTI 598331 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 175320 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
rovigo,2014,PDL,"INVESTIMENTI 4,9 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 187936 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 940471 ,INVESTIMENTI 318509 ,INVESTIMENTI 66753 ,INVESTIMENTI 105657 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 56713 ,INVESTIMENTI 2205 
,,,,,,,,,,,,,,,
salerno,2005,DL,"INVESTIMENTI 46,0 milioni ","INVESTIMENTI 8,7 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 10,1 milioni ","INVESTIMENTI 13,6 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 19109 ,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 283928 ,INVESTIMENTI 0 ,INVESTIMENTI 68720 ,"INVESTIMENTI 5,7 milioni "
,,,,,,,,,,,,,,,
salerno,2006,more_party,"INVESTIMENTI 38,5 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 8,6 milioni ","INVESTIMENTI 15,6 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 393489 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 4,7 milioni "
,,,,,,,,,,,,,,,
salerno,2007,DS,"INVESTIMENTI 42,9 milioni ","INVESTIMENTI 4,2 milioni ",INVESTIMENTI 431859 ,"INVESTIMENTI 14,2 milioni ","INVESTIMENTI 15,3 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 78287 ,"INVESTIMENTI 4,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 361021 ,INVESTIMENTI 173800 ,INVESTIMENTI 49586 ,"INVESTIMENTI 2,1 milioni "
,,,,,,,,,,,,,,,
salerno,2008,DS,"INVESTIMENTI 72,6 milioni ","INVESTIMENTI 11,2 milioni ",INVESTIMENTI 741987 ,"INVESTIMENTI 15,9 milioni ","INVESTIMENTI 24,5 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 6,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 832629 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,"INVESTIMENTI 10,9 milioni "
,,,,,,,,,,,,,,,
salerno,2009,DS,"INVESTIMENTI 56,1 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 20,9 milioni ","INVESTIMENTI 24,7 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 352990 ,INVESTIMENTI 0 ,INVESTIMENTI 504 ,INVESTIMENTI 158141 
,,,,,,,,,,,,,,,
salerno,2010,DS,"INVESTIMENTI 60,2 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 24,3 milioni ","INVESTIMENTI 24,9 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 692527 ,INVESTIMENTI 0 ,INVESTIMENTI 37356 ,INVESTIMENTI 0 ,INVESTIMENTI 53190 ,"INVESTIMENTI 4,5 milioni "
,,,,,,,,,,,,,,,
salerno,2011,more_party,"INVESTIMENTI 70,0 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 25,2 milioni ","INVESTIMENTI 30,9 milioni ",INVESTIMENTI 592388 ,INVESTIMENTI 2000 ,INVESTIMENTI 668018 ,INVESTIMENTI 0 ,INVESTIMENTI 16681 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 50517 ,"INVESTIMENTI 5,4 milioni "
,,,,,,,,,,,,,,,
salerno,2012,PD,"INVESTIMENTI 66,3 milioni ","INVESTIMENTI 15,7 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 17,4 milioni ","INVESTIMENTI 25,3 milioni ",INVESTIMENTI 304155 ,INVESTIMENTI 64057 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 25255 ,INVESTIMENTI 11937 ,INVESTIMENTI 81564 ,"INVESTIMENTI 4,5 milioni "
,,,,,,,,,,,,,,,
salerno,2013,PD,"INVESTIMENTI 72,5 milioni ","INVESTIMENTI 18,5 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 21,9 milioni ","INVESTIMENTI 19,8 milioni ",INVESTIMENTI 362843 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 73469 ,INVESTIMENTI 57474 ,INVESTIMENTI 234754 ,"INVESTIMENTI 8,7 milioni "
,,,,,,,,,,,,,,,
salerno,2014,PD,"INVESTIMENTI 70,1 milioni ","INVESTIMENTI 22,9 milioni ",INVESTIMENTI 509520 ,"INVESTIMENTI 20,4 milioni ","INVESTIMENTI 18,6 milioni ",INVESTIMENTI 415377 ,INVESTIMENTI 0 ,INVESTIMENTI 423796 ,INVESTIMENTI 0 ,INVESTIMENTI 27660 ,INVESTIMENTI 116978 ,INVESTIMENTI 43202 ,"INVESTIMENTI 6,7 milioni "
